NumOfProducts,HasCrCard,IsActiveMember,Gender_Male,Geography_Germany,Geography_Spain,normalizedCreditScore,normalizedAge,normalizedTenure,normalizedBalance,normalizedEstimatedSalary,Exited
1,1,1,1,1,0,1.3299204987951754,-0.5645623556760345,-1.387626641362796,1.313916400411908,1.6848110177593274,1
1,1,0,0,1,0,-1.270502599125674,-0.653166525992583,1.0326692768124803,0.522166108738847,1.5346012598387149,1
2,1,0,0,0,0,1.8888119541630672,0.007525681923179976,-0.6961135218841455,-1.2256990433614838,-1.710920930360167,0
2,1,1,1,0,0,0.8538277775558601,2.3912258385865734,-0.6961135218841455,-1.2256990433614838,-0.43181850676353106,0
1,1,0,0,0,0,-0.24325544964777943,1.533093782187752,-1.0418700816234707,1.3296953220593613,0.010074845134135122,1
1,0,1,1,0,0,1.3821348232720032,1.6155859697569785,-0.6961135218841455,-1.2256990433614838,-1.514098800672177,1
1,0,0,1,1,0,0.7231911188225172,2.601799220863784,0.0314398424224253,0.7054634993508498,-1.5188118178722383,1
3,1,0,0,0,0,-0.6240643134924367,-0.15896307366769913,-0.5863441877605721,-1.2256990433614838,0.7846867088863715,1
1,1,0,0,0,0,-0.8376220899300855,1.0594900144912076,-0.004600402405495207,0.8462251736509785,1.3441158749396682,1
1,1,0,1,0,0,-0.8175110727176477,0.04554652584328389,-0.35035696214482037,-1.2256990433614838,-0.20233717213505342,1
1,1,1,1,0,0,1.3609700240933915,-0.5645623556760345,0.6869127170731552,1.8438765127915084,1.1641721338131008,0
1,1,0,0,1,0,-0.2639551331799236,-0.18317033060989152,-0.35035696214482037,1.0615692100399738,-1.121210236633828,0
1,1,0,0,1,0,-1.3437347525763454,0.22241731413286783,1.4403538568089538,0.8121849435179465,1.61367689201342,1
2,1,1,1,1,0,0.09828932863259893,-0.755258368209106,1.3784258365518056,0.7807399530065472,0.691487153878878,0
1,1,0,1,0,0,0.8848773028540763,0.38891770698932293,-0.35035696214482037,2.0188994382878653,-0.482202404461079,0
1,0,0,0,1,0,-1.1540415250621217,-0.08782232434335577,1.0326692768124803,0.46413882552890595,-0.3396124615711189,1
2,1,1,1,0,1,1.0090754040469412,2.0098338135204306,-0.6961135218841455,-1.2256990433614838,-0.38101485917282396,0
2,1,0,1,1,0,-0.5848002279281578,-1.0413023870087132,-1.733383201102121,1.0593718832907626,0.5038758181401846,0
1,1,0,0,1,0,-0.9884440568049685,1.1517017571216088,1.3784258365518056,0.9894900009772837,1.714620389314335,1
2,0,1,0,0,1,-0.9884440568049685,-1.4226944120748561,-1.0418700816234707,-1.2256990433614838,1.6998627203283247,0
1,1,1,1,1,0,1.0711744546433737,2.486573844853109,-1.387626641362796,0.9569859128153204,0.37250436058860914,1
1,1,0,0,1,0,-0.9912998967349558,0.4201530538604744,1.5324262071371635,0.8753400500140676,0.4843300892403192,1
1,1,0,1,1,0,0.05815769439604131,1.8522181363624817,-1.267668779607906,0.743665286340979,-1.6341636331771474,1
1,1,0,0,0,0,0.4334596245327618,1.1179058814067062,-0.23875498042814636,0.5693641100628268,-1.3772108394597793,1
2,1,0,1,0,0,-0.13975703198705872,-0.5645623556760345,-0.004600402405495207,-1.2256990433614838,0.6927519677657226,0
2,1,0,0,1,0,-1.0815926326996173,0.2935697007227872,1.3784258365518056,0.15827783372727758,-0.7429359451792458,0
2,1,0,1,0,0,-1.2471901009567703,0.007525681923179976,-1.0418700816234707,-1.2256990433614838,1.7008451506913533,0
2,1,0,0,0,1,-1.2885894680210586,0.38891770698932293,-0.6961135218841455,-1.2256990433614838,-1.1893756022577515,0
2,1,0,1,0,1,-1.485236461576428,-0.6599103619425702,0.6869127170731552,-1.2256990433614838,-0.5595596667718659,0
1,1,1,0,1,0,0.9780258787487249,0.4842657132558587,-1.733383201102121,0.6917644071180302,-1.1448638560274313,1
3,1,0,0,1,0,-0.014368079343339057,-0.11111568060003064,-0.004600402405495207,0.13130916198168358,1.227131632364356,1
1,1,1,1,0,0,-0.7380110509591702,-0.46525784762263767,0.9771266397243038,-1.2256990433614838,-0.7884835690261215,1
1,1,0,1,0,0,-0.6891109190100401,1.6888358396140362,-0.35035696214482037,-1.2256990433614838,1.6578963007121157,1
2,1,1,1,0,0,0.8538277775558601,0.007525681923179976,-1.387626641362796,-1.2256990433614838,0.7256875544529231,0
1,0,1,1,1,0,-0.15010687375313078,2.6772698573861806,0.6869127170731552,0.9653666869249485,-0.5799573554490604,1
1,1,0,0,0,0,0.1159287669627188,0.7824931790460223,-1.2437749111495262,-1.2256990433614838,0.2695631761005836,1
1,1,1,0,1,0,-0.037862673755471615,1.0807056112597146,0.775218868470012,0.6182345535903297,0.7900452774011519,1
1,1,0,1,0,0,0.4191344233808331,1.2470497633881445,-0.6961135218841455,-1.2256990433614838,1.3169257969826613,1
1,0,1,0,0,1,-0.13975703198705872,1.4377457759212162,-0.004600402405495207,-1.2256990433614838,0.8821055959358403,0
1,1,1,0,0,0,-1.060892949167473,-0.373866343142963,1.7241823962911307,-1.2256990433614838,-1.196426148516173,0
2,1,0,1,0,0,-0.35710370907457223,0.6749617257889302,-1.0418700816234707,-1.2256990433614838,0.6438789262494761,0
1,1,1,1,0,0,-1.1022923162317613,2.3912258385865734,1.3784258365518056,0.5986663492934656,0.42139809400099704,0
1,1,1,0,0,0,1.992310371823788,-0.08782232434335577,1.0326692768124803,0.9361680449245993,-1.5528078922084356,0
3,1,0,0,0,0,-0.5543997327705819,1.7237897947208234,-0.9770390446481718,-1.2256990433614838,-0.7776427948918718,1
2,1,0,1,0,0,1.2471217646665989,0.007525681923179976,-0.004600402405495207,-1.2256990433614838,-0.06670200079580399,0
2,1,1,1,0,0,-0.5123513355656533,0.4842657132558587,-1.387626641362796,0.3848113230867062,-0.6508065817195938,0
1,1,1,1,0,1,0.6571807840004907,-1.3273464058083204,-1.0418700816234707,-1.2256990433614838,0.5715958732933617,0
1,1,1,1,1,0,-0.47660386998719806,0.47150676194123153,0.6637790864647963,0.5970483608615597,-0.42983834307878344,1
2,1,0,0,0,0,0.07859582666150902,1.9932619135197507,-0.004600402405495207,-0.12305539673254379,1.1344077252570364,1
2,0,1,1,0,0,0.7296296763629952,0.19822169445625146,0.6869127170731552,-1.2256990433614838,-0.6796653432224465,0
2,1,1,1,1,0,1.1850227140701663,-0.46921434940949874,-0.004600402405495207,0.15352288916158843,0.07153134160819505,0
3,1,0,0,0,0,0.11400362077039664,0.32480831977316565,-0.11787972388048451,-1.2256990433614838,0.39908900793067453,1
2,1,0,0,0,1,-0.11905734845491457,-1.136650393275249,1.0326692768124803,0.9188428206895173,-1.6319716092168335,0
2,1,0,0,0,0,-0.46060212673529294,-0.373866343142963,-1.733383201102121,0.953743774025401,1.5070688470728058,0
2,1,0,0,0,0,0.833128094023716,-0.08782232434335577,1.7241823962911307,0.7570514564210689,1.2386269664566887,1
2,0,0,1,0,1,-0.7193481708870947,0.6749617257889302,-1.0418700816234707,0.0466222215892441,1.5368709156056461,0
1,0,1,1,0,1,-1.4334872527460676,-0.27851833687642724,-1.387626641362796,-1.2256990433614838,0.6151154517977634,1
2,1,1,1,0,1,0.025840436270094424,-0.373866343142963,0.34115615733383,0.6440795317672608,-1.3257157231055283,0
1,0,1,0,0,1,-1.174741208594266,-0.08782232434335577,0.34115615733383,1.046743585219968,0.8292553633233903,0
2,1,0,0,0,0,0.015490594504022353,-0.6599103619425702,-1.0418700816234707,-1.2256990433614838,-0.7907884762883034,0
2,0,0,0,0,1,-0.4571624309004263,0.594068972711211,-0.35035696214482037,-1.2256990433614838,-1.0446539133717165,1
1,1,0,1,0,0,1.9670470879080868,-1.16467853179203,1.5065647316723692,-1.2256990433614838,-1.4927175528572312,1
1,0,0,0,0,1,0.2098861012790223,1.3392292800300982,-1.387626641362796,1.7204742514774034,0.33466694005400655,1
2,0,0,1,0,0,2.0647592641862924,-0.9459543807421774,-1.387626641362796,-1.2256990433614838,0.9196624307218393,0
2,1,0,1,0,0,-1.6465983129339297,-0.8412184829494552,-0.0958028345584378,-1.2256990433614838,1.4426915723413416,1
1,1,1,1,0,0,0.6675306257665629,0.10287368818971572,0.6869127170731552,-1.2256990433614838,0.717302989478545,0
2,0,1,1,0,1,-0.9884440568049685,-0.6599103619425702,1.7241823962911307,-1.2256990433614838,1.191075250308346,0
2,0,0,1,0,1,-0.5123513355656533,-1.4226944120748561,0.6869127170731552,-1.2256990433614838,0.7747066564125225,0
1,1,0,1,0,0,-1.2885894680210586,-0.27851833687642724,-1.387626641362796,-1.2256990433614838,1.0535482144768467,0
1,1,0,0,0,0,-0.7860044543370484,-0.5276472585407546,-1.5735097809041763,0.8160986272412625,1.4965969809193884,1
2,1,1,0,0,0,-1.2782396262549864,-0.6599103619425702,0.6869127170731552,-1.2256990433614838,-0.9738571583572414,0
2,1,0,1,0,0,1.1643230305380223,0.10287368818971572,-0.6961135218841455,-1.2256990433614838,0.5942296778056972,0
1,0,1,0,0,1,0.4294842651469052,0.4842657132558587,1.0326692768124803,-1.2256990433614838,1.0252516117994221,0
2,0,1,0,0,0,-1.3920878856817793,0.10287368818971572,1.3784258365518056,-1.2256990433614838,-1.1622309643865334,0
1,1,1,0,1,0,-0.7109100945867539,-0.1436964928983966,-0.6961135218841455,0.5247488374527383,1.5703940715600868,1
1,0,0,0,0,0,0.20441234210045103,1.3360522737160685,-1.3092711648750193,0.9747546902443398,0.9976885462262196,1
1,1,0,0,0,0,-0.6558468547737383,0.44305090168884786,1.0326692768124803,1.0976701513448468,-0.7498095063453711,1
1,1,0,0,0,1,-0.01555893079419386,-0.08782232434335577,1.0326692768124803,-1.2256990433614838,0.06353331516426175,0
2,0,1,0,1,0,-1.5440766555383152,0.550880422834419,-0.5003406066816439,1.0484939543142775,-1.1139838566737241,1
1,1,0,0,0,0,1.6921649606076978,-0.755258368209106,0.34115615733383,0.1810471713844753,1.5372817975433164,0
2,1,0,1,0,1,0.6157814169362025,-0.5645623556760345,-1.387626641362796,-1.2256990433614838,1.1859841744500963,0
1,1,0,0,1,0,0.9414919528031835,0.792445172818563,-0.2618610555204176,0.5217722825273401,0.37527172411957316,1
2,1,1,1,0,1,0.22248742982546377,0.38891770698932293,-0.004600402405495207,-1.2256990433614838,-0.6188650754545937,0
1,0,0,1,0,0,-0.1093120689320309,-0.5562080533801772,0.6768144292887788,1.2675737143862857,-1.2825856102666637,1
3,0,0,0,0,1,1.094430768477291,1.535409750820894,1.3700275346007302,0.6564596887448609,-0.08775092615400448,1
2,0,1,1,0,0,-2.1372764928389683,-0.27851833687642724,0.6869127170731552,-1.2256990433614838,0.671828635373937,0
1,0,0,0,0,0,0.8635419562107016,-0.33794942208297757,1.3784258365518056,0.5285912832579744,0.8162442351915103,1
2,1,0,1,0,1,-1.0091437403371126,-0.08782232434335577,-1.387626641362796,1.6769861003446394,1.4682185079557324,0
2,1,1,1,0,0,-1.350688518617491,-0.8506063744756417,-0.6961135218841455,1.072543502855345,-1.7250467140471957,0
1,1,1,1,0,1,1.0918741381755177,-1.899434443407535,-0.35035696214482037,0.8622296826678283,0.5812612492507607,0
2,1,1,0,0,1,-1.2471901009567703,-0.27851833687642724,-1.0418700816234707,-1.2256990433614838,-1.4846853014286368,0
2,1,0,1,0,0,-0.9163780817387627,1.138860103034572,-0.9670727324096864,1.162698779956847,1.2936332803918693,1
1,1,0,0,1,0,1.2354471096980653,0.8946435762580874,0.37619287527675527,0.58092993297384,1.401341553912458,1
1,0,0,0,0,0,0.5122829992754818,-1.136650393275249,0.34115615733383,0.9854602864291134,-1.5842326227143346,0
1,1,0,1,0,1,-0.9258964210260517,-0.1657537672969634,-0.9080632154296874,1.1317903116473298,-0.5981227875903751,1
2,0,1,1,1,0,1.0711744546433737,-0.373866343142963,0.34115615733383,0.3543558294184277,0.1045051822210359,0
1,1,0,0,0,0,0.932154541284019,1.459740786852094,0.4946007537571976,-1.2256990433614838,-1.3092580458696779,1
1,1,0,0,1,0,0.046540119802238565,-0.18317033060989152,-0.35035696214482037,0.519064301211485,-0.35735463228297354,1
1,1,0,0,1,0,-0.7193481708870947,-0.46921434940949874,-1.387626641362796,0.40319225784673757,0.17952930283074,0
1,1,1,1,0,0,-0.21982062215906492,1.9126859831668264,1.3751625224624622,0.5949350591639039,0.2926763934836828,1
2,0,1,1,0,0,0.005140752737950283,-0.373866343142963,-1.733383201102121,1.688394729811386,-1.0986358995877146,1
1,0,1,0,1,0,1.551490031570681,0.761647370292702,-1.6547970528542328,0.32019209875540233,-0.13991352261269033,1
2,1,0,0,1,0,-0.6779488038228064,0.10287368818971572,-0.6961135218841455,1.374887810227273,0.6420018756709113,0
3,0,1,0,0,1,-0.5434008608638695,-0.373866343142963,1.0326692768124803,-1.2256990433614838,-0.19905901857705105,0
1,1,1,0,0,0,-0.36525131458810434,1.8384739533068915,-1.5257911819462748,0.2115416103229295,0.8909420796844777,1
3,0,1,1,0,0,1.5243742554209625,0.8998801136587382,-0.26550625521897725,0.980833364925609,0.7534888804781419,1
1,1,0,0,1,0,-0.21721750770959572,1.8283251701583103,0.6202811579669604,0.680243002357191,0.3909349986640488,1
2,1,1,0,0,0,1.133273505239806,-0.6599103619425702,0.6869127170731552,-1.2256990433614838,0.10193538782542565,0
1,1,0,0,0,1,0.1901195389084075,-0.9166851415586685,-0.004600402405495207,0.19385326008549422,-1.6211608449838348,1
1,1,0,0,0,0,-2.14812466199254,-0.3709448961069057,1.3784258365518056,0.5132805150345625,0.5015150154145446,1
2,1,0,0,0,1,-1.2264904174246263,0.007525681923179976,-1.733383201102121,-1.2256990433614838,-0.08919078815366785,0
2,1,1,0,0,1,-0.15010687375313078,-0.9459543807421774,0.34115615733383,1.2998078317462398,0.01731318339115305,0
2,1,0,1,0,0,-0.764938758787467,-0.04144294194454823,1.3784258365518056,0.6601004787109277,0.43542310518709604,1
1,0,0,0,0,0,0.9263825664967555,-0.27851833687642724,1.3784258365518056,-1.2256990433614838,-1.505597524353723,1
1,1,0,1,0,0,-0.06891766665268435,1.056353750855073,-1.6402228892325892,0.43679191847248267,1.357462768591395,1
1,1,0,0,0,0,-0.9628454008975591,-0.6599103619425702,-1.478599244534421,1.2939976588461035,1.5684189699050548,1
2,1,0,1,0,0,-2.189025701669329,-1.0413023870087132,0.6869127170731552,0.5529372710485039,0.6680571460687887,0
1,1,1,0,0,0,0.7917287269594276,-0.9459543807421774,-1.387626641362796,1.1247195153444363,1.2759368895408296,0
1,1,0,1,0,0,0.5019331575094097,0.4842657132558587,1.0326692768124803,1.3177765473670318,0.12301277920865193,0
2,0,1,1,0,1,0.33633568925225654,-0.46921434940949874,1.3784258365518056,0.6111691545236599,-1.3000668137268363,0
2,1,1,1,0,0,-0.6779488038228064,1.6284417884542877,-0.35035696214482037,0.9896933859258431,-0.7793169933962537,0
1,1,1,1,0,0,0.3466855310183286,-0.373866343142963,0.34115615733383,0.9519383118933906,-0.22408612778261225,0
2,0,1,0,0,0,0.4191344233808331,-0.46921434940949874,0.6869127170731552,-1.2256990433614838,1.0685437533277455,0
1,0,0,0,1,0,2.0647592641862924,-0.755258368209106,-0.6961135218841455,-0.40360922796498605,-1.1227878633035195,0
1,1,1,0,0,0,0.46957676948018184,0.27610919009363094,-0.004600402405495207,1.4885670550805181,0.9025207413204945,1
2,1,1,0,0,1,-0.27430497494599565,-0.373866343142963,0.6869127170731552,0.6920567429306166,-1.6607707293719838,0
1,1,1,0,0,0,-0.8454949853598122,1.3423977696546805,-1.0418700816234707,-0.35054089306747216,-1.0118404447850777,1
2,1,1,1,0,0,0.13968869569688722,0.38891770698932293,1.3784258365518056,1.8038636895310374,-0.7651974694425117,0
2,0,1,0,1,0,-0.5951500696942298,-0.08782232434335577,-0.004600402405495207,1.0607074284257867,0.6125915621129207,0
2,1,0,0,0,0,-2.09587712577468,-0.27851833687642724,0.34115615733383,0.11973678665484462,-0.31485017385987485,0
1,0,0,1,1,0,-1.2483083658410088,0.5985853772563181,-0.004600402405495207,0.3422444217848195,-0.061630473696646745,1
1,1,1,1,0,1,1.8370627453327069,0.2935697007227872,1.7241823962911307,-1.2256990433614838,1.494762385312922,0
1,1,1,1,0,0,2.0544094224202203,2.8679658699192525,0.6869127170731552,-0.07180455469909393,0.6774290100876404,0
3,0,1,0,0,1,0.7813788851933556,1.6284417884542877,1.0326692768124803,0.747421844234865,0.5217675269249955,1
1,0,0,0,0,0,0.06093581316090871,-0.11353739211839567,0.34115615733383,-0.07294934570454628,0.830676071549854,1
1,1,0,0,1,0,-0.03991278827156097,0.4758496860328561,0.2784436150569834,0.2741784927510159,-0.22464644839648035,1
1,1,0,1,0,1,0.5163513670898376,1.9848472312051086,0.8433369044483332,-1.2256990433614838,0.46157791922174923,1
1,1,1,0,0,0,-0.3881532343727884,-1.7087384308744635,0.6869127170731552,0.4672194103171325,-1.1049505794220054,0
1,0,0,0,0,0,0.5743820498719142,-1.5180424183413919,-0.004600402405495207,-1.2256990433614838,1.113218948149437,1
1,1,1,1,0,0,1.1005303205070063,1.7235297471857467,-0.6942275224885112,0.2029424701887133,-0.8161220113849409,1
1,1,0,0,0,0,-0.9187610436973779,-0.6461013684927677,-1.7208644546290175,1.1565537764453182,1.564725259571034,1
1,1,1,0,1,0,0.7399795181290674,-0.6599103619425702,-0.004600402405495207,0.4861265174854542,-0.40180551999522995,0
1,0,1,1,0,0,-1.764682189260374,0.10287368818971572,0.34115615733383,1.1589952482828967,-0.3612735730833164,0
2,1,0,0,0,0,-0.9884440568049685,-1.2319983995417847,0.6869127170731552,-1.2256990433614838,-0.1214438900311542,0
1,1,0,0,1,0,-0.15784763686807268,0.6987702762210007,-1.0418700816234707,1.078721169469795,1.174270110939455,1
1,1,1,0,0,0,1.9198614794612834,-0.9459543807421774,1.3784258365518056,0.9168432693749177,0.9327181477798275,0
3,1,0,1,0,0,-0.009955772925695149,0.5881376966202544,1.6926977551292062,0.6963438850248738,0.8653342901810694,1
1,0,0,1,0,0,-0.40885291790493256,-0.8506063744756417,-1.0418700816234707,0.4434623173896657,1.0349936694895816,0
1,1,0,1,1,0,-0.0033512981915942847,1.350955226682855,-0.6331685209395914,0.6029360172694225,-1.4287975468965524,1
1,1,1,1,0,0,2.0647592641862924,1.6284417884542877,0.6869127170731552,0.8789502012993531,0.33157022581303447,0
1,0,1,1,0,0,2.0647592641862924,0.10287368818971572,0.34115615733383,0.3343867611239008,-0.19633742564924167,0
2,1,1,0,0,1,-1.9820288663478873,0.2935697007227872,0.34115615733383,0.8519727665504493,1.3489085131584644,1
1,1,0,1,1,0,-0.2639551331799236,-1.2319983995417847,-0.6961135218841455,0.8655910636970919,0.3947775349110474,0
1,1,1,0,0,1,-1.6611837715996531,-0.08782232434335577,-0.6961135218841455,0.3332025125936367,-0.1270981680037139,0
1,1,0,1,0,0,0.16038837922903135,1.3423977696546805,-0.004600402405495207,-0.18959457101845906,0.4853515285304709,1
1,0,1,1,0,0,1.3816697076255358,-0.08782232434335577,-0.004600402405495207,0.9654237436953875,1.2139399694263637,0
1,1,0,0,1,0,-1.5377818514192858,-0.5419947523511521,1.073587263421245,0.4332791335040532,0.13466366761836412,1
1,0,1,1,0,0,1.4903734468269332,1.8389382965877519,-0.7660220944483763,-1.2256990433614838,-0.018343739112828328,1
3,1,1,0,1,0,-0.35710370907457223,0.5796137195223945,0.34115615733383,0.8314313675614341,0.7632334347056706,1
1,0,1,0,1,0,-0.3823066215074167,1.458470405468175,0.41630903042063083,0.668908761352904,-0.6331728379889445,1
1,1,0,0,0,0,-0.01555893079419386,1.2470497633881445,1.0326692768124803,-0.4385439986563831,-1.0128295622734023,0
1,1,0,1,1,0,-0.13975703198705872,0.9610057445885374,-1.0418700816234707,0.5085145684660384,1.198584843674448,1
4,0,0,0,1,0,0.24273410255247185,1.390358276680444,-1.1861084710649092,0.9537673682224093,-1.2710175791067575,1
2,1,1,0,0,0,1.6611154353094817,0.5796137195223945,-0.004600402405495207,-1.2256990433614838,0.8001415176891105,0
2,0,0,1,0,1,1.4851681252862565,-0.5645623556760345,1.0326692768124803,-1.2256990433614838,-0.15243635117732077,0
1,1,0,1,0,0,-0.02118864053768857,-0.7064708120885417,-1.0064868193553933,-1.2256990433614838,1.1760956385443433,1
1,1,1,0,0,0,-0.8964055754745816,1.3418296165591925,-1.0439303518629135,-0.4911188534395576,-1.028601326279004,1
2,1,1,1,0,0,-0.6365494367585182,-0.46921434940949874,0.34115615733383,-1.2256990433614838,1.3526278380195587,0
2,1,0,0,1,0,-0.47383681199353045,-0.12179325132627035,-0.47354433967565746,0.659639791259587,1.0712977877628513,1
1,1,0,1,0,0,-2.540920321715779,0.007525681923179976,1.7241823962911307,-1.2256990433614838,1.0555327238101642,1
1,1,1,1,0,0,-0.17080655728527494,-0.46921434940949874,1.0326692768124803,0.4620059280541793,0.40094059009461963,0
2,1,0,1,0,0,-0.43990244320314875,0.2935697007227872,-0.004600402405495207,-1.2256990433614838,1.3631888774813752,0
1,1,0,1,0,0,-0.06915271911134134,1.5958499194900488,-1.0418700816234707,-1.2256990433614838,0.20121263491829924,1
2,1,0,0,1,0,0.025840436270094424,-0.18317033060989152,-0.6961135218841455,0.7894659526316967,0.6002108529609993,1
1,0,1,1,0,1,-2.240774910499689,1.533093782187752,0.34115615733383,-1.2256990433614838,-0.4615623250005104,1
2,0,1,1,0,0,-0.905645322676392,-0.5645623556760345,1.0326692768124803,-1.2256990433614838,-0.5441038636429247,0
1,1,1,0,0,1,-0.2846548167120677,0.10287368818971572,0.6869127170731552,-1.2256990433614838,-1.2902454660817142,0
1,1,1,1,0,1,1.5162176505844727,1.9144858072538948,-0.35035696214482037,0.8469593035276868,-0.11271260538529328,0
2,1,0,0,0,1,-0.07623623540391422,-1.2888559236472732,-0.6495880369236124,0.24910107041296572,-1.3477660390827175,1
1,0,0,1,0,1,-1.0088190646151585,0.9922932020388061,0.8273774419104867,0.6682053211417247,0.039379310852480476,1
1,1,1,0,0,0,-0.01555893079419386,0.19822169445625146,-0.6961135218841455,0.8727693182881693,0.7772792329118153,0
1,1,0,0,1,0,-1.7025831386639414,0.10287368818971572,1.3784258365518056,-0.08231838655527567,-0.415828713608951,0
1,1,0,0,1,0,-0.7253960997089387,-0.08782232434335577,-1.387626641362796,0.8618375315375476,0.30328923896782944,1
2,1,0,1,1,0,0.8124284104915719,-0.27851833687642724,1.0326692768124803,1.2248450119707992,1.3392982576302832,0
1,1,0,1,1,0,-0.10356790764366468,0.36917557223371805,1.396323359694363,1.0238945475486518,-1.5337184049214787,1
2,1,1,1,0,0,0.18108806276117548,3.1540098887188597,-1.0418700816234707,-1.2256990433614838,-0.5098742509802091,0
1,0,0,1,0,0,0.49158331574333763,-0.755258368209106,-1.387626641362796,1.2763243228275916,0.6030911996802146,0
1,1,1,1,0,0,0.7296296763629952,0.19822169445625146,0.34115615733383,0.9391104753978864,-0.6195301721162899,0
2,0,0,1,0,1,1.1539731887719502,-0.373866343142963,1.3784258365518056,0.7445132311170909,0.8644576689862443,0
1,1,1,1,0,0,0.4501839486790493,-0.8506063744756417,1.7241823962911307,1.093178340319545,-1.1876315710115257,0
2,1,0,1,1,0,-1.4332715881394418,-0.2687484012973317,1.3784258365518056,0.7129626538420186,0.28022094096535083,1
2,1,0,0,0,0,2.0647592641862924,-0.8506063744756417,-0.6961135218841455,-1.2256990433614838,0.2884015401356405,0
1,1,0,1,1,0,0.8124284104915719,0.6749617257889302,-0.004600402405495207,0.6629029770418486,0.06798607210876345,1
1,1,0,0,1,0,2.0544094224202203,0.9610057445885374,1.3784258365518056,0.9048727268824429,1.2336882107750784,1
2,1,1,1,1,0,-0.33640402554242804,0.2935697007227872,1.0326692768124803,1.2356324278357997,-0.4073539041463586,0
1,1,1,0,0,0,-1.0566878457069466,-0.0464591567408596,-1.3386858904613481,1.3053706433833332,-0.49996094651240747,1
2,1,0,1,0,0,-0.6882986455888784,-0.755258368209106,-0.004600402405495207,-1.2256990433614838,-1.1933908733981151,0
1,1,1,1,0,0,1.1539731887719502,-0.755258368209106,0.6869127170731552,0.6604976174610931,1.0300343957933094,0
1,0,0,0,0,0,0.3466855310183286,-0.08782232434335577,-0.004600402405495207,0.9089518051533524,0.4743723041088166,0
2,1,1,1,0,0,-0.08800782315669836,2.200529826053502,0.6869127170731552,-1.2256990433614838,-0.6778934909393916,0
2,1,1,1,0,1,-0.49165165203350913,-0.8506063744756417,0.34115615733383,0.8505984356332731,-1.4053770889102077,0
3,1,0,0,0,0,-0.7716926901850417,1.7237897947208234,-0.8082229250076173,-1.2256990433614838,-1.2878601688831681,1
2,1,1,0,0,1,-0.8228465885478154,-0.755258368209106,-0.6961135218841455,-1.2256990433614838,1.6442444684328574,0
1,1,0,0,0,0,-1.4803391839863775,1.0548034185665227,0.2039779147010779,0.8162938657783839,0.20204724293944512,1
1,1,0,0,0,1,-0.6566303016438051,-0.373866343142963,1.0326692768124803,-1.2256990433614838,-0.005609571429039718,1
1,1,1,0,0,0,0.833128094023716,0.10287368818971572,0.6869127170731552,0.6814041156721871,0.9727267114363932,0
2,1,1,1,1,0,-0.35710370907457223,0.19822169445625146,1.7241823962911307,0.588901788228864,0.24284650502422808,0
1,1,1,1,0,1,0.9366265116844367,1.056353750855073,-1.387626641362796,0.036243018067806054,-1.514294535399955,0
1,1,0,1,0,0,-0.2950046584781398,0.19822169445625146,-1.0418700816234707,0.8111484870294925,0.03992681765178775,1
1,1,0,1,1,0,1.5706783439342358,-0.35566621359410705,-0.004600402405495207,0.824970159320027,1.4544704753010638,1
1,1,1,1,0,1,0.5208543320580056,0.5714214548703712,1.0326692768124803,0.09776413640945296,0.05810124378578907,1
2,1,1,0,1,0,0.5122829992754818,0.007525681923179976,-0.004600402405495207,1.0910435195828934,1.5572430437052538,0
2,1,1,1,0,0,-0.8021469050156713,-1.2319983995417847,1.0326692768124803,0.15698091410257886,-0.1726538986410469,0
1,1,1,0,0,0,0.3281524185102929,-0.23414946381584043,-0.8971130581523885,1.5675668169264256,-0.7017192331560077,1
2,1,0,1,0,0,1.3873191424215219,-0.6829414073643484,-1.0836283487547937,-1.2256990433614838,1.568201832372976,1
2,0,0,1,0,1,0.8745274610880043,-0.08782232434335577,0.6869127170731552,0.15474960972602783,-0.11524414585526353,0
1,1,0,1,1,0,0.6640338836305746,0.16169318029942242,-1.387626641362796,0.29850405017637316,-0.6319522359718243,1
2,1,1,0,1,0,-1.2782396262549864,-1.0413023870087132,-1.0418700816234707,0.7585139368431368,0.9692151749441168,0
1,1,0,1,0,0,1.5796142708455476,-0.11693298834310752,-0.4559197676023915,-1.2256990433614838,0.43946904702510764,1
1,0,0,0,0,1,-2.2523361626493097,0.6391701104766861,1.580204466367889,0.6827191004497958,0.5237288110472536,1
1,0,0,0,0,0,-1.1126421579978334,-0.755258368209106,-0.35035696214482037,0.9911478527565573,-0.6653222076851903,0
1,1,1,0,1,0,0.12933885393081512,0.6749617257889302,-1.0418700816234707,1.0457835569757832,-0.727684800552479,0
1,1,1,0,0,1,0.37773505631654486,2.2958778323200377,-1.387626641362796,0.9814950011554275,-1.0809857121788762,0
1,1,0,1,1,0,-0.3881532343727884,-0.08782232434335577,1.3784258365518056,-0.150088367003375,-0.3745417733100871,1
2,1,1,1,0,0,-0.5434008608638695,0.7703097320554659,-1.0418700816234707,-1.2256990433614838,1.4955518072329483,0
1,1,1,0,1,0,1.181130415882993,-0.41729296490410356,1.2004135217972658,0.4447174599768363,0.2639089864677943,1
1,1,1,0,0,0,0.07758964510045478,0.10287368818971572,-0.004600402405495207,1.0752613924988985,1.5562567879496612,0
1,1,0,1,0,0,-0.5951500696942298,-0.373866343142963,1.3784258365518056,0.6044968780906614,-0.5034321160209446,0
1,1,1,1,0,0,-1.0175412376554684,0.9451589773519458,-0.4652859247368111,-1.2256990433614838,0.041741354825930124,1
